t,matched
18349,True
18354,True
18359,True
18364,True
18369,True
18374,True
18379,True
18384,True
18389,True
18394,True
18399,True
18404,True
18409,True
18414,True
18419,True
18424,True
18429,True
18434,True
18439,True
18444,True
18449,True
18454,True
18459,True
18464,True
18469,True
18474,True
18479,True
18484,True
18489,True
18494,True
18499,True
18504,True
18509,True
18514,True
18519,True
18524,True
18529,True
18534,True
18539,True
18544,True
18549,True
18554,True
18559,True
18564,True
18569,True
18574,True
18579,True
18584,True
18589,True
18594,True
18599,True
18604,True
18609,True
18614,True
18619,True
18624,True
18629,True
18634,True
18639,True
18644,True
18649,True
18654,True
18659,True
18664,True
18669,True
18674,True
18679,True
18684,True
18689,True
18694,True
18699,True
18704,True
18709,True
18714,True
18719,True
18724,True
18729,True
18734,True
18739,True
18744,True
18749,True
18754,True
18759,True
18764,True
18769,True
18774,True
18779,True
18784,True
18789,True
18794,True
18799,True
18804,True
18809,True
18814,True
18819,True
18824,True
18829,True
18834,True
18839,True
18844,True
18849,True
18854,True
18859,True
18864,True
18869,True
18874,True
18879,True
18884,True
18889,True
18894,True
18899,True
18904,True
18909,True
18914,True
18919,True
18924,True
18929,True
18934,True
18939,True
18944,True
18949,True
18954,True
18959,True
18964,True
18969,True
18974,True
18979,True
18984,True
18989,True
18994,True
18999,True
19004,True
19009,True
19014,True
19019,True
19024,True
19029,True
19034,True
19039,True
19044,True
19049,True
19054,True
19059,True
19064,True
19069,True
19074,True
19079,True
19084,True
19089,True
19094,True
19099,True
19104,True
19109,True
19114,True
19119,True
19124,True
19129,True
19134,True
19139,True
19144,True
19149,True
19154,True
19159,True
19164,True
19169,True
19174,True
19179,True
19184,True
19189,True
19194,True
19199,True
19204,True
19209,True
19214,True
19219,True
19224,True
19229,True
19234,True
19239,True
19244,True
19249,True
19254,True
19259,True
19264,True
19269,True
19274,True
19279,True
19284,True
19289,True
19294,True
19299,True
19304,True
19309,True
19314,True
19319,True
19324,True
19329,True
19334,True
19339,True
19344,True
19349,True
19354,True
19359,True
19364,True
19369,True
19374,True
19379,True
19384,True
19389,True
19394,True
19399,True
19404,True
19409,True
19414,True
19419,True
19424,True
19429,True
19434,True
19439,True
19444,True
19449,True
19454,True
19459,True
19464,True
19469,True
19474,True
19479,True
19484,True
19489,True
19494,True
19499,True
19504,True
19509,True
19514,True
19519,True
19524,True
19529,True
19534,True
19539,True
19544,True
19549,True
19554,True
19559,True
19564,True
19569,True
19574,True
19579,True
19584,True
19589,True
19594,True
19599,True
19604,True
19609,True
19614,True
19619,True
19624,True
19629,True
95014,True
95019,True
95024,True
95029,True
95034,True
95039,True
95044,True
95049,True
95054,True
95059,True
95064,True
95069,True
95074,True
95079,True
95084,True
95089,True
95094,True
95099,True
95104,True
95109,True
95114,True
95119,True
95124,True
95129,True
95134,True
95139,True
95144,True
95149,True
95154,True
95159,True
95164,True
95169,True
95174,True
95179,True
95184,True
95189,True
95194,True
95199,True
95204,True
95209,True
95214,True
95219,True
95224,True
95229,True
95234,True
95239,True
95244,True
95249,True
95254,True
95259,True
95264,True
95269,True
95274,True
95279,True
95284,True
95289,True
95294,True
95299,True
95304,True
95309,True
95314,True
95319,True
95324,True
95329,True
95334,True
95339,True
95344,True
95349,True
95354,True
95359,True
95364,True
95369,True
95374,True
95379,True
95384,True
95389,True
95394,True
95399,True
95404,True
95409,True
95414,True
95419,True
95424,True
95429,True
95434,True
95439,True
95444,True
95449,True
95454,True
95459,True
95464,True
95469,True
95474,True
95479,True
95484,True
95489,True
95494,True
95499,True
95504,True
95509,True
95514,True
95519,True
95524,True
95529,True
95534,True
95539,True
95544,True
95549,True
95554,True
95559,True
95564,True
95569,True
95574,True
95579,True
95584,True
95589,True
95594,True
95599,True
95604,True
95609,True
95614,True
95619,True
95624,True
95629,True
95634,True
95639,True
95644,True
95649,True
95654,True
95659,True
95664,True
95669,True
95674,True
95679,True
95684,True
95689,True
95694,True
95699,True
95704,True
95709,True
95714,True
95719,True
95724,True
95729,True
95734,True
95739,True
95744,True
95749,True
95754,True
95759,True
95764,True
95769,True
95774,True
95779,True
95784,True
95789,True
95794,True
95799,True
95804,True
95809,True
95814,True
95819,True
95824,True
95829,True
95834,True
95839,True
95844,True
95849,True
95854,True
95859,True
95864,True
95869,True
95874,True
95879,True
95884,True
95889,True
95894,True
95899,True
95904,True
95909,True
95914,True
95919,True
95924,True
95929,True
95934,True
95939,True
95944,True
95949,True
95954,True
95959,True
95964,True
95969,True
95974,True
95979,True
95984,True
95989,True
95994,True
95999,True
96004,True
96009,True
96014,True
96019,True
96024,True
96029,True
96034,True
96039,True
96044,True
96049,True
96054,True
96059,True
96064,True
96069,True
96074,True
96079,True
96084,True
96089,True
96094,True
96099,True
96104,True
96109,True
96114,True
96119,True
96124,True
96129,True
96134,True
96139,True
96144,True
96149,True
96154,True
96159,True
96164,True
96169,True
96174,True
96179,True
96184,True
96189,True
96194,True
96199,True
96204,True
96209,True
96214,True
96219,True
96224,True
96229,True
96234,True
96239,True
96244,True
96249,True
96254,True
96259,True
96264,True
96269,True
96274,True
96279,True
96284,True
96289,True
96294,True
96299,True
96304,True
96309,True
96314,True
96319,True
96324,True
96329,True
96334,True
96339,True
96344,True
96349,True
96354,True
96359,True
96364,True
96369,True
96374,True
96379,True
96384,True
96389,True
96394,True
96399,True
96404,True
96409,True
96414,True
96419,True
96424,True
96429,True
96434,True
96439,True
96444,True
96449,True
96454,True
96459,True
96464,True
96469,True
96474,True
96479,True
96484,True
96489,True
96494,True
96499,True
96504,True
96509,True
96514,True
96519,True
96524,True
96529,True
96534,True
96539,True
96544,True
96549,True
96554,True
96559,True
96564,True
96569,True
96574,True
96579,True
96584,True
96589,True
96594,True
96599,True
96604,True
96609,True
96614,True
96619,True
96624,True
96629,True
96634,True
96639,True
96644,True
96649,True
96654,True
96659,True
96664,True
96669,True
96674,True
96679,True
96684,True
96689,True
96694,True
96699,True
96704,True
96709,True
96714,True
96719,True
96724,True
96729,True
96734,True
96739,True
96744,True
96749,True
96754,True
96759,True
96764,True
96769,True
96774,True
96779,True
96784,True
96789,True
96794,True
96799,True
96804,True
96809,True
96814,True
96819,True
96824,True
96829,True
96834,True
96839,True
96844,True
96849,True
96854,True
96859,True
96864,True
96869,True
96874,True
96879,True
96884,True
96889,True
96894,True
96899,True
96904,True
96909,True
96914,True
96919,True
96924,True
96929,True
96934,True
96939,True
96944,True
96949,True
96954,True
96959,True
96964,True
96969,True
96974,True
96979,True
96984,True
96989,True
96994,True
96999,True
97004,True
97009,True
97014,True
97019,True
97024,True
97029,True
97034,True
97039,True
97044,True
97049,True
97054,True
97059,True
97064,True
97069,True
97074,True
97079,True
97084,True
97089,True
97094,True
97099,True
97104,True
97109,True
97114,True
97119,True
97124,True
97129,True
97134,True
97139,True
97144,True
97149,True
97154,True
97159,True
97164,True
97169,True
97174,True
97179,True
97184,True
97189,True
97194,True
97199,True
97204,True
97209,True
97214,True
97219,True
97224,True
97229,True
97234,True
97239,True
97244,True
97249,True
97254,True
97259,True
97264,True
97269,True
97274,True
97279,True
97284,True
97289,True
97294,True
97299,True
97304,True
97309,True
97314,True
97319,True
97324,True
97329,True
97334,True
97339,True
97344,True
97349,True
97354,True
97359,True
97364,True
97369,True
97374,True
97379,True
97384,True
97389,True
97394,True
97399,True
97404,True
97409,True
97414,True
97419,True
97424,True
97429,True
97434,True
97439,True
97444,True
97449,True
97454,True
97459,True
97464,True
97469,True
97474,True
97479,True
97484,True
97489,True
97494,True
97499,True
97504,True
97509,True
97514,True
97519,True
97524,True
97529,True
97534,True
97539,True
97544,True
97549,True
97554,True
97559,True
97564,True
97569,True
97574,True
97579,True
97584,True
97589,True
97594,True
97599,True
97604,True
97609,True
97614,True
97619,True
97624,False
97629,False
97634,False
97639,False
97644,False
97649,False
97654,False
97659,False
97664,False
97669,False
97674,False
97679,False
97684,False
97689,False
97694,False
97699,False
97704,False
97709,False
97714,False
97719,False
97724,False
97729,False
97734,False
97739,False
97744,False
97749,False
97754,False
97759,False
97764,False
97769,False
97774,False
97779,False
97784,False
97789,False
97794,False
97799,False
97804,False
97809,False
97814,False
97819,False
97824,False
97829,False
97834,False
97839,False
97844,False
97849,False
97854,False
97859,True
97864,False
97869,False
97874,False
97879,False
97884,True
97889,False
97894,False
97899,False
97904,False
97909,False
97914,False
97919,False
97924,False
97929,True
97934,False
97939,False
97944,False
97949,False
97954,True
97959,False
97964,False
97969,False
97974,False
97979,False
97984,False
97989,True
97994,False
97999,False
98004,False
98009,False
98014,False
98019,False
98024,True
98029,False
98034,False
98039,False
98044,False
98049,True
100124,True
100129,True
100134,True
100139,True
100144,True
100149,True
100154,True
100159,True
100164,True
100169,True
100174,True
100179,True
100184,True
100189,True
100194,True
100199,True
100204,True
100209,True
100214,True
100219,True
100224,True
100229,True
100234,True
100239,True
100244,True
100249,True
100254,True
100259,True
100264,True
100269,True
100274,True
100279,True
100284,True
100289,True
100294,True
100299,True
100304,True
100309,True
100314,True
100319,True
100324,True
100329,True
100334,True
100339,True
100344,True
100349,True
100354,True
100359,True
100364,True
100369,True
100374,True
100379,True
100384,True
100389,True
100394,True
100399,True
100404,True
100409,True
100414,True
100419,True
100424,True
100429,True
100434,True
100439,True
100444,True
100449,True
100454,True
100459,True
100464,True
100469,True
100474,True
100479,True
100484,True
100489,True
100494,True
100499,True
100504,True
100509,True
100514,True
100519,True
100524,True
100529,True
100534,True
100539,True
100544,True
100549,True
100554,True
100559,True
100564,True
100569,True
100574,True
100579,True
100584,True
100589,True
100594,True
100599,True
100604,True
100609,True
100614,True
100619,True
100624,True
100629,True
100634,True
100639,True
100644,True
100649,True
100654,True
100659,True
100664,True
100669,True
100674,True
100679,True
100684,True
100689,True
100694,True
100699,True
100704,True
100709,True
100714,True
100719,True
100724,True
100729,True
100734,True
100739,True
100744,True
100749,True
100754,True
100759,True
100764,True
100769,True
100774,True
100779,True
100784,True
100789,True
100794,True
100799,True
100804,True
100809,True
100814,True
100819,True
100824,True
100829,True
100834,True
100839,True
100844,True
100849,True
100854,True
100859,True
100864,True
100869,True
100874,True
100879,True
100884,True
100889,True
100894,True
100899,True
100904,True
100909,True
100914,True
100919,True
100924,True
100929,True
100934,True
100939,True
100944,True
100949,True
100954,True
100959,True
100964,True
100969,True
100974,True
100979,True
100984,True
100989,True
100994,True
100999,True
101004,True
101009,True
101014,True
101019,True
101024,True
101029,True
101034,True
101039,True
101044,True
101049,True
101054,True
101059,True
101064,True
101069,True
101074,True
101079,True
101084,True
101089,True
101094,True
101099,True
101104,True
101109,True
101114,True
101119,True
101124,True
101129,True
101134,True
101139,True
101144,True
101149,True
101154,True
101159,True
101164,True
101169,True
101174,True
101179,True
101184,True
101189,True
101194,True
101199,True
101204,True
101209,True
101214,True
101219,True
101224,True
101229,True
101234,True
101239,True
101244,True
101249,True
101254,True
101259,True
101264,True
101269,True
101274,True
101279,True
101284,True
101289,True
101294,True
101299,True
101304,True
101309,True
101314,True
101319,True
101324,True
101329,True
101334,True
101339,True
101344,True
101349,True
101354,True
101359,True
101364,True
101369,True
101374,True
101379,True
101384,True
101389,True
101394,True
101399,True
101404,True
101409,True
101414,True
101419,True
101424,True
101429,True
101434,True
101439,True
101444,True
101449,True
101454,True
101459,True
101464,True
101469,True
101474,True
101479,True
101484,True
101489,True
101494,True
101499,True
101504,True
101509,True
101514,True
101519,True
101524,True
101529,True
101534,True
101539,True
101544,True
101549,True
101554,True
101559,True
101564,True
101569,True
101574,True
101579,True
101584,True
101589,True
101594,True
101599,True
101604,True
101609,True
101614,True
101619,True
101624,True
101629,True
101634,True
101639,True
101644,True
101649,True
101654,True
101659,True
101664,True
101669,True
101674,True
101679,True
101684,True
101689,True
101694,True
101699,True
101704,True
101709,True
101714,True
101719,True
101724,True
101729,True
101734,True
101739,True
101744,True
101749,True
101754,True
101759,True
101764,True
101769,True
101774,True
101779,True
101784,True
101789,True
101794,True
101799,True
101804,True
101809,True
101814,True
101819,True
101824,True
101829,True
101834,True
101839,True
101844,True
101849,True
101854,True
101859,True
101864,True
101869,True
101874,True
101879,True
101884,True
101889,True
101894,True
101899,True
101904,True
101909,True
101914,True
101919,True
101924,True
101929,True
101934,True
101939,True
101944,True
101949,True
101954,True
101959,True
101964,True
101969,True
101974,True
101979,True
101984,True
101989,True
101994,True
101999,True
102004,True
102009,True
102014,True
102019,True
102024,True
102029,True
102034,True
102039,True
102044,True
102049,True
102054,True
102059,True
102064,True
102069,True
102074,True
102079,True
102084,True
102089,True
102094,True
102099,True
102104,True
102109,True
102114,True
102119,True
102124,True
102129,True
102134,True
102139,True
102144,True
102149,True
102154,True
102159,True
102164,True
102169,True
102174,True
102179,True
102184,True
102189,True
102194,True
102199,True
102204,True
102209,True
102214,True
102219,True
102224,True
102229,True
102234,True
102239,True
102244,True
102249,True
102254,True
102259,True
102264,True
102269,True
102274,True
102279,True
102284,True
102289,True
102294,True
102299,True
102304,True
102309,True
102314,True
102319,True
102324,True
102329,True
102334,True
102339,True
102344,True
102349,True
102354,True
102359,True
102364,True
102369,True
102374,True
102379,True
102384,True
102389,True
102394,True
102399,True
102404,True
102409,True
102414,True
102419,True
102424,True
102429,True
102434,True
102439,True
102444,True
102449,True
102454,True
102459,True
102464,True
102469,True
102474,True
102479,True
102484,True
102489,True
102494,True
102499,True
102504,True
102509,True
102514,True
102519,True
102524,True
102529,True
102534,True
102539,True
102544,True
102549,True
102554,True
102559,True
102564,True
102569,True
102574,True
102579,True
102584,True
102589,True
102594,True
102599,True
102604,True
102609,True
102614,True
102619,True
102624,True
102629,True
102634,True
102639,True
102644,True
102649,True
102654,True
102659,True
102664,True
102669,True
102674,True
102679,True
102684,True
102689,True
102694,True
102699,True
102704,True
102709,True
102714,True
102719,True
102724,True
102729,True
102734,True
102739,True
102744,True
102749,True
102754,True
102759,True
102764,True
102769,True
102774,True
102779,True
102784,True
102789,True
102794,True
102799,True
102804,True
102809,True
102814,True
102819,True
102824,True
102829,True
102834,True
102839,True
102844,True
102849,True
102854,True
102859,True
102864,True
102869,True
102874,True
102879,True
102884,True
102889,True
102894,True
102899,True
102904,True
102909,True
102914,True
102919,True
102924,True
102929,True
102934,True
102939,True
102944,True
102949,True
102954,True
102959,True
102964,True
102969,True
102974,True
102979,True
102984,True
102989,True
102994,True
102999,True
103004,True
103009,True
103014,True
103019,True
103024,True
103029,True
103034,True
103039,True
103044,True
103049,True
103054,True
103059,True
103064,True
103069,True
103074,True
103079,True
103084,True
103089,True
103094,True
103099,True
103104,True
103109,True
103114,True
103119,True
103124,True
103129,True
103134,True
103139,True
103144,True
103149,True
103154,True
103159,True
103164,True
103169,True
103174,True
103179,True
27194,True
27199,True
27204,True
27209,True
27214,True
27219,True
27224,True
27229,True
27234,True
27239,True
27244,True
27249,True
27254,True
27259,True
27264,True
27269,True
27274,True
27279,True
27284,True
27289,True
27294,True
27299,True
27304,True
27309,True
27314,True
27319,True
27324,True
27329,True
27334,True
27339,True
27344,True
27349,True
27354,True
27359,True
27364,True
27369,True
27374,True
27379,True
27384,True
27389,True
27394,True
27399,True
27404,True
27409,True
27414,True
27419,True
27424,True
27429,True
27434,True
27439,True
27444,True
27449,True
27454,True
27459,True
27464,True
27469,True
27474,True
27479,True
27484,True
27489,True
27494,True
27499,True
27504,True
27509,True
27514,True
27519,True
27524,True
27529,True
27534,True
27539,True
27544,True
27549,True
27554,True
27559,True
27564,True
27569,True
27574,True
27579,True
27584,True
27589,True
27594,True
27599,True
27604,True
27609,True
27614,True
27619,True
27624,True
27629,True
27634,True
27639,True
27644,True
27649,True
27654,True
27659,True
27664,True
27669,True
27674,True
27679,True
27684,True
27689,True
27694,True
27699,True
27704,True
27709,True
27714,True
27719,True
27724,True
27729,True
27734,True
27739,True
27744,True
27749,True
27754,True
27759,True
27764,True
27769,True
27774,True
27779,True
27784,True
27789,True
27794,True
27799,True
27804,True
27809,True
27814,True
27819,True
27824,True
27829,True
27834,True
27839,True
27844,True
27849,True
27854,True
27859,True
27864,True
27869,True
27874,True
27879,True
27884,True
27889,True
27894,True
27899,True
27904,True
27909,True
27914,True
27919,True
27924,True
27929,True
27934,True
27939,True
27944,True
27949,True
27954,True
27959,True
27964,True
27969,True
27974,True
27979,True
27984,True
27989,True
27994,True
27999,True
28004,True
28009,True
28014,True
28019,True
28024,True
28029,True
28034,True
28039,True
28044,True
28049,True
28054,True
28059,True
28064,True
28069,True
28074,True
28079,True
28084,True
28089,True
28094,True
28099,True
28104,True
28109,True
28114,True
28119,True
28124,True
28129,True
28134,True
28139,True
28144,True
28149,True
28154,True
28159,True
28164,True
28169,True
28174,True
28179,True
28184,True
28189,True
28194,True
28199,True
28204,True
28209,True
28214,True
28219,True
28224,True
28229,True
28234,True
28239,True
28244,True
28249,True
28254,True
28259,True
28264,True
28269,True
28274,True
28279,True
28284,True
28289,True
28294,True
28299,True
28304,True
28309,True
28314,True
28319,True
28324,True
28329,True
28334,True
28339,True
28344,True
28349,True
28354,True
28359,True
28364,True
28369,True
28374,True
28379,True
28384,True
28389,True
28394,True
28399,True
28404,True
28409,True
28414,True
28419,True
28424,True
28429,True
28434,True
28439,True
28444,True
28449,True
28454,True
28459,True
28464,True
28469,True
28474,True
28479,True
28484,True
28489,True
28494,True
28499,True
28504,True
28509,True
28514,True
28519,True
28524,True
28529,True
28534,True
28539,True
28544,True
28549,True
28554,True
28559,True
28564,True
28569,True
28574,True
28579,True
28584,True
28589,True
28594,True
28599,True
28604,True
28609,True
28614,True
28619,True
28624,True
28629,True
28634,True
28639,True
28644,True
28649,True
28654,True
28659,True
28664,True
28669,True
28674,True
28679,True
28684,True
28689,True
28694,True
28699,True
28704,True
28709,True
28714,True
28719,True
28724,True
28729,True
28734,True
28739,True
28744,True
28749,True
28754,True
28759,True
28764,True
28769,True
28774,True
28779,True
28784,True
28789,True
28794,True
28799,True
28804,True
28809,True
28814,True
28819,True
28824,True
28829,True
28834,True
28839,True
28844,True
28849,True
28854,True
28859,True
28864,True
28869,True
28874,True
28879,True
28884,True
28889,True
28894,True
28899,True
28904,True
28909,True
28914,True
28919,True
28924,True
28929,True
28934,True
28939,True
28944,True
28949,True
28954,True
28959,True
28964,True
28969,True
28974,True
28979,True
28984,True
28989,True
28994,True
28999,True
29004,True
29009,True
29014,True
29019,True
29024,True
29029,True
29034,True
29039,True
29044,True
29049,True
29054,True
29059,True
29064,True
29069,True
29074,True
29079,True
29084,True
29089,True
29094,True
29099,True
29104,True
29109,True
29114,True
29119,True
29124,True
29129,True
29134,True
29139,True
29144,True
29149,True
29154,True
29159,True
29164,True
29169,True
29174,True
29179,True
29184,True
29189,True
29194,True
29199,True
29204,True
29209,True
29214,True
29219,True
29224,True
29229,True
29234,True
29239,True
29244,True
29249,True
29254,True
29259,True
29264,True
29269,True
29274,True
29279,True
29284,True
29289,True
29294,True
29299,True
29304,True
29309,True
29314,True
29319,True
29324,True
29329,True
29334,True
29339,True
29344,True
29349,True
29354,True
29359,True
29364,True
29369,True
29374,True
29379,True
29384,True
29389,True
29394,True
29399,True
29404,True
29409,True
29414,True
29419,True
29424,True
29429,True
29434,True
29439,True
29444,True
29449,True
29454,True
29459,True
29464,True
29469,True
29474,True
29479,True
29484,True
29489,True
29494,True
29499,True
29504,True
29509,True
29514,True
29519,True
29524,True
29529,True
29534,True
29539,True
29544,True
29549,True
29554,True
29559,True
29564,True
29569,True
29574,True
29579,True
29584,True
29589,True
29594,True
29599,True
29604,True
29609,True
29614,True
29619,True
29624,True
29629,True
29634,True
29639,True
29644,True
29649,True
29654,True
29659,True
29664,True
29669,True
29674,True
29679,True
29684,True
29689,True
29694,True
29699,True
29704,True
29709,True
29714,True
29719,True
29724,True
29729,True
29734,True
29739,True
29744,True
29749,True
29754,True
29759,True
29764,True
29769,True
29774,True
29779,True
29784,True
29789,True
29794,True
29799,True
29804,True
29809,True
29814,True
29819,True
29824,True
29829,True
29834,True
29839,True
29844,True
29849,True
29854,True
29859,True
29864,True
29869,True
29874,True
29879,True
29884,True
29889,True
29894,True
29899,True
29904,True
29909,True
29914,True
29919,True
29924,True
29929,True
29934,True
29939,True
29944,True
29949,True
29954,True
29959,True
29964,True
29969,True
29974,True
29979,True
29984,True
29989,True
29994,True
29999,True
30004,True
30009,True
30014,True
30019,True
30024,True
30029,True
30034,True
30039,True
30044,True
30049,True
30054,True
30059,True
30064,True
30069,True
30074,True
30079,True
30084,True
30089,True
30094,True
30099,True
30104,True
30109,True
30114,True
30119,True
30124,True
30129,True
30134,True
30139,True
30144,True
30149,True
30154,True
30159,True
30164,True
30169,True
30174,True
30179,True
30184,True
30189,True
30194,True
30199,True
30204,True
30209,True
30214,True
30219,True
30224,True
30229,True
30234,True
30239,True
30244,True
30249,True
32684,True
32689,True
32694,True
32699,True
32704,True
32709,True
32714,True
32719,True
32724,True
32729,True
32734,True
32739,True
32744,True
32749,True
32754,True
32759,True
32764,True
32769,True
32774,True
32779,True
32784,True
32789,True
32794,True
32799,True
32804,True
32809,True
32814,True
32819,True
32824,True
32829,True
32834,True
32839,True
32844,True
32849,True
32854,True
32859,True
32864,True
32869,True
32874,True
32879,True
32884,True
32889,True
32894,True
32899,True
32904,True
32909,True
32914,True
32919,True
32924,True
32929,True
32934,True
32939,True
32944,True
32949,True
32954,True
32959,True
32964,True
32969,True
32974,True
32979,True
32984,True
32989,True
32994,True
32999,True
33004,True
33009,True
33014,True
33019,True
33024,True
33029,True
33034,True
33039,True
33044,True
33049,True
33054,True
33059,True
33064,True
33069,True
33074,True
33079,True
33084,True
33089,True
33094,True
33099,True
33104,True
33109,True
33114,True
33119,True
33124,True
33129,True
33134,True
33139,True
33144,True
33149,True
33154,True
33159,True
33164,True
33169,True
33174,True
33179,True
33184,True
33189,True
33194,True
33199,True
33204,True
33209,True
33214,True
33219,True
33224,True
33229,True
33234,True
33239,True
33244,True
33249,True
33254,True
33259,True
33264,True
33269,True
33274,True
33279,True
33284,True
33289,True
33294,True
33299,True
33304,True
33309,True
33314,True
33319,True
33324,True
33329,True
33334,True
33339,True
33344,True
33349,True
33354,True
33359,True
33364,True
33369,True
33374,True
33379,True
33384,True
33389,True
33394,True
33399,True
33404,True
33409,True
33414,True
33419,True
33424,True
33429,True
33434,True
33439,True
33444,True
33449,True
33454,True
33459,True
33464,True
33469,True
33474,True
33479,True
33484,True
33489,True
33494,True
33499,True
33504,True
33509,True
33514,True
33519,True
33524,True
33529,True
33534,True
33539,True
33544,True
33549,True
33554,True
33559,True
33564,True
33569,True
33574,True
33579,True
33584,True
33589,True
33594,True
33599,True
33604,True
33609,True
33614,True
33619,True
33624,True
33629,True
33634,True
33639,True
33644,True
33649,True
33654,True
33659,True
33664,True
33669,True
33674,True
33679,True
33684,True
33689,True
33694,True
33699,True
33704,True
33709,True
33714,True
33719,True
33724,True
33729,True
33734,True
33739,True
33744,True
33749,True
33754,True
33759,True
33764,True
33769,True
33774,True
33779,True
33784,True
33789,True
33794,True
33799,True
33804,True
33809,True
33814,True
33819,True
33824,True
33829,True
33834,True
33839,True
33844,True
33849,True
33854,True
33859,True
33864,True
33869,True
33874,True
33879,True
33884,True
33889,True
33894,True
33899,True
33904,True
33909,True
33914,True
33919,True
33924,True
33929,True
33934,True
33939,True
33944,True
33949,True
33954,True
33959,True
33964,True
33969,True
33974,True
33979,True
33984,True
33989,True
33994,True
33999,True
34004,True
34009,True
34014,True
34019,True
34024,True
34029,True
34034,True
34039,True
34044,True
34049,True
34054,True
34059,True
34064,True
34069,True
34074,True
34079,True
34084,True
34089,True
34094,True
34099,True
34104,True
34109,True
34114,True
34119,True
34124,True
34129,True
34134,True
34139,True
34144,True
34149,True
34154,True
34159,True
34164,True
34169,True
34174,True
34179,True
34184,True
34189,True
34194,True
34199,True
34204,True
34209,True
34214,True
34219,True
34224,True
34229,True
34234,True
34239,True
34244,True
34249,True
34254,True
34259,True
34264,True
34269,True
34274,True
34279,True
34284,True
34289,True
34294,True
34299,True
34304,True
34309,True
34314,True
34319,True
34324,True
34329,True
34334,True
34339,True
34344,True
34349,True
34354,True
34359,True
34364,True
34369,True
34374,True
34379,True
34384,True
34389,True
34394,True
34399,True
34404,True
34409,True
34414,True
34419,True
34424,True
34429,True
34434,True
34439,True
34444,True
34449,True
34454,True
34459,True
34464,True
34469,True
34474,True
34479,True
34484,True
34489,True
34494,True
34499,True
34504,True
34509,True
34514,True
34519,True
34524,True
34529,True
34534,True
34539,True
34544,True
34549,True
34554,True
34559,True
34564,True
34569,True
34574,True
34579,True
34584,True
34589,True
34594,True
34599,True
34604,True
34609,True
34614,True
34619,True
34624,True
34629,True
34634,True
34639,True
34644,True
34649,True
34654,True
34659,True
34664,True
34669,True
34674,True
34679,True
34684,True
34689,True
34694,True
34699,True
34704,True
34709,True
34714,True
34719,True
34724,True
34729,True
34734,True
34739,True
34744,True
34749,True
34754,True
34759,True
34764,True
34769,True
34774,True
34779,True
34784,True
34789,True
34794,True
34799,True
34804,True
34809,True
34814,True
34819,True
34824,True
34829,True
34834,True
34839,True
34844,True
34849,True
34854,True
34859,True
34864,True
34869,True
34874,True
34879,True
34884,True
34889,True
34894,True
34899,True
34904,True
34909,True
34914,True
34919,True
34924,True
34929,True
34934,True
34939,True
34944,True
34949,True
34954,True
34959,True
34964,True
34969,True
34974,True
34979,True
34984,True
34989,True
34994,True
34999,True
35004,True
35009,True
35014,True
35019,True
35024,True
35029,True
35034,True
35039,True
35044,True
35049,True
35054,True
35059,True
35064,True
35069,True
35074,True
35079,True
35084,True
35089,True
35094,True
35099,True
35104,True
35109,True
35114,True
35119,True
35124,True
35129,True
35134,True
35139,True
35144,True
35149,True
35154,True
35159,True
35164,True
35169,True
35174,True
35179,True
35184,True
35189,True
35194,True
35199,True
35204,True
35209,True
35214,True
35219,True
35224,True
35229,True
35234,True
35239,True
35244,True
35249,True
35254,True
35259,True
35264,True
35269,True
35274,True
35279,True
35284,True
35289,True
35294,True
35299,True
35304,True
35309,True
35314,True
35319,True
35324,True
35329,True
35334,True
35339,True
35344,True
35349,True
35354,True
35359,True
35364,True
35369,True
35374,True
35379,True
35384,True
35389,True
35394,True
35399,True
35404,True
35409,True
35414,True
35419,True
35424,True
35429,True
35434,True
35439,True
35444,True
35449,True
35454,True
35459,True
35464,True
35469,True
35474,True
35479,True
35484,True
35489,True
35494,True
35499,True
35504,True
35509,True
35514,True
35519,True
35524,True
35529,True
35534,True
35539,True
35544,True
35549,True
35554,True
35559,True
35564,True
35569,True
35574,True
35579,True
35584,True
35589,True
35594,True
35599,True
35604,True
35609,True
35614,True
35619,True
35624,True
35629,True
35634,True
35639,True
35644,True
35649,True
35654,True
35659,True
35664,True
35669,True
35674,True
35679,True
35684,True
35689,True
35694,True
35699,True
35704,True
35709,True
35714,True
35719,True
35724,True
35729,True
35734,True
35739,True
82474,True
82479,True
82484,True
82489,True
82494,True
82499,True
82504,True
82509,True
82514,True
82519,True
82524,True
82529,True
82534,True
82539,True
82544,True
82549,True
82554,True
82559,True
82564,True
82569,True
82574,True
82579,True
82584,True
82589,True
82594,True
82599,True
82604,True
82609,True
82614,True
82619,True
82624,True
82629,True
82634,True
82639,True
82644,True
82649,True
82654,True
82659,True
82664,True
82669,True
82674,True
82679,True
82684,True
82689,True
82694,True
82699,True
82704,True
82709,True
82714,True
82719,True
82724,True
82729,True
82734,True
82739,True
82744,True
82749,True
82754,True
82759,True
82764,True
82769,True
82774,True
82779,True
82784,True
82789,True
82794,True
82799,True
82804,True
82809,True
82814,True
82819,True
82824,True
82829,True
82834,True
82839,True
82844,True
82849,True
82854,True
82859,True
82864,True
82869,True
82874,True
82879,True
82884,True
82889,True
82894,True
82899,True
82904,True
82909,True
82914,True
82919,True
82924,True
82929,True
82934,True
82939,True
82944,True
82949,True
82954,True
82959,True
